"komunikat";1;0.00128040973111
"Spider-Man";1;0.00128040973111
"właściwość zbioru";1;0.00128040973111
"Poznań";1;0.00128040973111
"żart";1;0.00128040973111
"walka";1;0.00128040973111
"liczyć";1;0.00128040973111
"Katowice";1;0.00128040973111
"wartość";1;0.00128040973111
"zona";1;0.00128040973111
"punkt";1;0.00128040973111
"dzień";1;0.00128040973111
"wiadomość";1;0.00128040973111
"ono";1;0.00128040973111
"konflikt";1;0.00128040973111
"fortel";1;0.00128040973111
"kształt";2;0.00256081946223
"obiekt budowlany";2;0.00256081946223
"jakowyś";2;0.00256081946223
"Islamska Republika Afganistanu";2;0.00256081946223
"pokłosie";2;0.00256081946223
"porcja";2;0.00256081946223
"środek lokomocji";2;0.00256081946223
"GERUNDIUM OD CZASOWNIKA DZIAŁANIA DK";2;0.00256081946223
"real";2;0.00256081946223
"mikrocząstka";2;0.00256081946223
"relacja";2;0.00256081946223
"członek";2;0.00256081946223
"ciało";2;0.00256081946223
"obiekt astronomiczny";2;0.00256081946223
"Alaska";2;0.00256081946223
"UE";2;0.00256081946223
"Adam";2;0.00256081946223
"Radom";2;0.00256081946223
"logos";2;0.00256081946223
"Dunaj";2;0.00256081946223
"przemarsz";2;0.00256081946223
"kres";2;0.00256081946223
"rozrywka";3;0.00384122919334
"system";3;0.00384122919334
"środek płatniczy";3;0.00384122919334
"część";3;0.00384122919334
"być";3;0.00384122919334
"sukces";3;0.00384122919334
"medium";4;0.00512163892446
"zmiana";4;0.00512163892446
"Lech Wałęsa";4;0.00512163892446
"faja";4;0.00512163892446
"pozostałość";4;0.00512163892446
"pośmiewisko";5;0.00640204865557
"obiekt organiczny";5;0.00640204865557
"cecha fizyczna";5;0.00640204865557
"Polska";5;0.00640204865557
"substancja";6;0.00768245838668
"humanoid";6;0.00768245838668
"matecznik";6;0.00768245838668
"narzędzie";6;0.00768245838668
"wypowiedź";7;0.0089628681178
"GERUNDIUM OD CZASOWNIKA DYNAMICZNEGO (AKCJA)";8;0.0102432778489
"świat";8;0.0102432778489
"element";8;0.0102432778489
"ciąg zdarzeń";14;0.0179257362356
"rok";14;0.0179257362356
"cykl";14;0.0179257362356
"CZASOWNIK STANOWY NDK";15;0.0192061459667
"grupa";16;0.0204865556978
"charakteryzować się";21;0.0268886043534
"istota żywa";34;0.0435339308579
"rzecz";43;0.0550576184379
"wytwór";44;0.056338028169
"CZASOWNIK należący do określonego pola leksykalnego";44;0.056338028169
"CZASOWNIK DYNAMICZNY (AKCJA)";82;0.104993597951
"jednostka";87;0.111395646607
"osoba";180;0.230473751601
